comment,label
sản_phẩm nghe nhỏ quảng_cáo thì nói yes là nghe no là từ_chối nhưng kg thực hiệnbđc tránh lần sau kg mua nữa,1
o ngon,1
không có tính_năng nhận cuộc_gọi bằng giọng nói như cửa_hàng đăng và trên tai nghe cũng không đúng như hình cửa_hàng quảng_cáo hỏi cửa_hàng không trả_lời tin nhắn tai nghe âm_thanh to nhưng nghe rất ù,1
đã nhận được hàng nhưng sản_phẩm không giống như mô_tả không có giọng nói,1
đã nhận được hàng nhưng sản_phẩm không như cửa_hàng mô_tả không có giọng nói giao hàng hơi lâu vì ở nước_ngoài,1
lần trước đả mua number lần mới sài number ngày đả hư pin hy_vọng lần này cửa_hàng phục_vụ tốt hơn,1
sản phâ m khôngười chuâ n du người lu chị tă t lu c mơ,1
hàng chi mà hết pin nhanh ghê,1
tiền_nào_của_nấy đây chỉ là hàng feck giá rẻ nên nghe tạm thôi âm_thanh nhỏ rè rè không rõ blutooth bắt rất kém v9 thật giá cũng chưa đến number không mà âm_thanh hay hơn nhiều bắt xa được number m cách tường vẫn nghe được cái này chỉ bắt tầm number m và cách tường là mất,1
âm_thanh nhỏ quả,1
bắt bluetooth quá kém tai nghe phụ bị hỏng sạc rất khó vào,1
âm_thanh không đều nghe bên to bên nhỏ,1
nhận hàng song mở ra sản_phẩm đã bị trầy_xước pin nghe được vài bài hết đã hết sạch cửa_hàng giao cho sản_phẩm cũ quá thất_vọng mong cửa_hàng đổi trả lại sản_phẩm mới cho mình và giữ cái tâm của người bán hàng thanks,1
hàng không như quảng_cáo không có voice đừng để thông_tin sai_lệch làm người mua hiểu lầm,1
giao hàng chạm,1
tai nghe chán lắm,1
hàng quốc_tế giao lâu chất_lượng tai nghe đúng màu nhưng_mà nghe được một bên tai nên đánh_giá number sao được cái duy_nhất đóng_gói kĩ là thôi,1
hàng trầy_xước thế_này mà cửa_hàng vẫn gửi cho mình được phản_hồi với cửa_hàng thì cửa_hàng bảo chụp hình xem rồi im_lặng luôn,1
thời_gian giao hàng chậm,1
hàng trôi bảo_hành quá nhiều,1
mới dùng thây ổn cần thời_gian dánh giá mới thì dùng ngon nhưng đến hôm_nay thì đơ quá,1
chất_lượng sản_phẩm kém,1
kính về thì gãy cọng mất ủa rồi gãy cọng đeo chi nữa tr tức cái lồng_ngực á,1
nhỏ hơn so với tai nghe bây_giờ của mình bị kẹt luôn rồi không tháo ra được,1
hàng y mẫu như thấy ghi tặng một vỏ ốp trong mà không thấy chỉ thấy toàn khăn lau,1
hàng fullbox ạ giao hàng rất nhanh vì mình mua hàng làm_quà nên chất_lượng không đánh_giá được,1
number bên nghe được number bên không được,1
dây sạc hư cũng bỏ vào hộp,1
number sản_phẩm bị lỗi không nghe được,1
mua về nghe được mỗi mội bên à,1
nghe được number tai,1
nhanh hết pin pin nhẩy linh_tinh,1
tai nghe chỉ nghe được number bên còn bên còn lại không nghe được,1
tai nghe mua về bị hư mất number bên trái nên định cho number sao rưỡi nhưng_mà shopee không có nên cho number sao,1
mua number cái mà hộp nó cứ chập_chờn sạc đa_phần là hộp không sạc được tai nghe,1
cái tai nghe không hiểu sao chẳng hiểu sao game nghe tiếng chân nó bị ngược nó ở bên trái_lại nghe bên phải,1
hàng giao nhanh nhưng không dùng được sạc còn không lên pin phí tiền,1
của rẻ là của ôi tai nghe bên thì bé bên thì rè đang nghe nhạc thì tắt mất number s sau mới nghe lại nói_chung là không nên mua,1
thiệt ra thì mình rất giận cửa_hàng chỉ sài được number bên nói cho cửa_hàng nghe rồi cửa_hàng ok trả hàng rồi sau đó khiếu_nại không cho mình trả hàng cửa hàngee thì kêu đưa bằng_chứng hình ngoài hộp trong khi dịch covid ai_lại giữ hộp lại chán ghê,1
giao sản_phẩm bị lỗi kết_nối không đồng_bộ với nhau chỉ nghe được number bên tai nhắn_tin cho cửa_hàng nhưng cửa_hàng không giải_quyết được vấn_đề,1
không buồn nói luôn tai nghe mới mua về đã được khuyến_mãi nghe được number bên nhưng mình vẫn đánh_giá cửa_hàng number sao trước đó vì mình nghĩ cửa_hàng sẽ giải_quyết được vấn_đề này nhưng không mình nhắn chục câu thì nhận lại cửa_hàng hai câu vô_dụng thái_độ cửa_hàng không tốt nên mình định đánh_giá number sao nhưng thôi,1
mình đã làm đủ mọi cách mà vẫn không_thể kết_nối được number tai nghe của cửa_hàng inbox thì cửa_hàng kêu đặt deal sạc nhanh rồi cửa_hàng gửi kèm tai nghe khác vậy_mà cửa_hàng lại gửi mỗi tai nghe,1
đặt_hàng mà không nhận được hàng chờ number hôm chưa nhận được mà shoppe thông_báo đã nhận hàng âu tu nặng,1
đóng_gói cẩu_thả do anh_em voz giới_thiệu nên cho number đáng_lý ra chỉ được number,1
hướng_dẫn lắp sim sai lam minh đập_tan ca cai đông hổ ra hương dẫn sai lè ra cứ bắt lam theo hương dẫn,1
k lắp được sim việt theo cả nhà lưu_ý với hết pin nhanh lắm number ngày còn k đủ ý,1
đóng_gói không tốt lắm chỉ có mỗi cái hộp giấy và đút tai nghe vào khi vận_chuyển hộp bị bẹp có_thể bị anht hưởng đến tai nghe mua number cái với giá number cái mình hay mua nên k kì_vọng nhiều quả_nhiên chất_lượng tai nghe dưới mức trung_bình nghe âm bass dở,1
tai nghe chỉ nghe được number bên giao hàng nhanh đóng_gói cẩn_thận vì mua giá flash sale number k nên cũng không mobg đợi lắm,1
number bên nghe được number bên không,1
nghe bị ồn,1
nghe rất rè,1
hàng để trong bọc mà xước xát hình_như hàng đã qua sử_dụng không phải hàng mới nguyên thất_vọng không đáng gía tiền,1
cắm vào bị đen màn_hình,1
mua number sản_phẩm đều giao không đúng mầu,1
nhìn có_vẻ cũ cũ chất_lượng âm_thanh bị ù không tốt lắm trong miêu_tả có_thể kết_nối number m nhưng đi xa khoảng number m đã chập_chờn và mất tín_hiệu,1
tai nghe một bên to_tiếng mot bên nho tieng khong nghe duoc đong goi san pham đep va chac chan,1
bán hàng kiểu gì nửa năm mới gửi hàng hết hàng cũng không biết đành phải lấy màu không ưng_ý chất_lượng chẳng biết bền không kết_nối này_nọ tạm ổn hình_thức bên ngoài nhựa đồ_chơi dich vu chăm_sóc cũng bình thừing không có gì nổi_bật tạm tiền nào của đó,1
giao hàng chậm,1
không hài_lòng vì khá tệ tai nghe lưuu lượng khá nhỏ khi giao về cho mình thì đã bị hoảng number tai chỉ nghe được number tai,1
hàng nước_ngoài nên giao lâu cực luôn ý v chưa giao hnagf cho mình mà đã hiện đã nhận được hàng là k ưng rồi lại còn giao trễ so với dự_kiến một ngày v tai nghe hơi to so với mình v đeo cứ bị tuột v âm_thanh nhỏ_xíu à v,1
nghe được đúng một lần_lần thứ hai tịt luôn một bên tai,1
gói hàng cẩn_thận giao hàng nhanh airpod mình mua dùng ok nhưng đến sản_phẩm này thì tại nghe bên trái_lại có vấn_đề không nghe được nhưng thôi chấp_nhận tiền_nào_của_nấy,1
giao thiếu number con trở và number cầu chữ u,1
cửa_hàng ơi tại_sao lại không sạc pin được huhu cục sạc đút không vô luôn,1
giao hàng lâu quá nghe nhanh hết pin sạc lâu,1
đẹp nhưng rè sợ hỏng tai,1
hỏng hỉu s nge được có number bên nma màu đẹp nhìn xịn,1
mua number cái number cái nghe tạm ổn number cái thì chỉ nghe được number bên nhắn_tin cho cửa_hàng giải_quyết mà lôm_côm quá chụp không biết_bao_nhiêu là hình gửi qua chứng_minh k nghe được mà cửa_hàng vẫn không chịu haizz,1
pin number phút,1
bữa đầu nge ok bữa thứ number kết_nối được number bên trái bên phải im_re lúc kết_nối được lúc không nói_chung đồ đất mới có giá đó đồ thật làm gì có giá đó,1
không nghe được number bên,1
về chỉ nghe được number bên chán,1
cùng giá_như vậy mua ở các hàng khác chất_lượng sẽ tốt hơn người bán không phản_hồi khiếu_nại,1
mẫu_mã đẹp nhưng kết_nối k được ổn_định,1
mua màu hồng ship màu trắng,1
sao nghe được có number bên v cửa_hàng ơi,1
chấm_hỏi khi không nhận được hàng,1
có mua của cửa_hàng number lần rồi xài rất êm giờ mua lại đem về kết_nối không được còn bị hư một bên tai nghe nữa chứ chán cửa_hàng thiệt,1
cửa_hàng quá thiếu trách_nhiệm,1
mình nhận được không nhanh không chậm có bọc xốp chống xốc nhưng không ưng number chị tai nghe rõ_ràng đặt number loại với vỏ hộp khác nhau giá_thành khác nhau mà nhận được number c túi tai nghe y_chang nhau cà number c còn chả có túi đựng nữa như thế_này thà chọn loại rẻ nhất mà đặt cho đỡ bực,1
không nghe rõ bị ồ,1
tiền nào của đó không có bass number bên là nhựa cứng không phải màng bass cú lừa,1
về mẫu_mã khá là đẹp đóng_gói sản_phẩm ok nhưng chất_lượng dây quá kém mua về gắn vào thấy khá là đẹp xong định tháo ra để thử màu khác mất cả buổi trời tưởng là phần viền dính với dây ai_ngờ rời dn bằng keo dây chưa mở mà mà keo đã tróc kết_quả là bỏ hết number dây còn dây kia lắp vào rồi va chưa dám tháo,1
chất_lượng hàng khá tệ âm_thanh nghe không tròn tiếng_nói chung là lỡ rồi thì bỏ,1
chất_lượng trung_bình,1
mua number cặp number cặp bấm không ăn cặp còn lại bấm lúc ăn lúc không,1
xài với ip xr không nhạy lúc được lúc không rất chập_chờn mua phí tiền cửa_hàng đóng_gói cẩn_thận,1
tay bắn không được mượt lúc bắn được lúc không,1
nút dùng oke nhung dung được number hoac number tuan là bị liệt lại phải thay nút khác,1
mong_chờ quá_chừng mà thật_sự là nó không nhạy lắm đâu nha mọi người ấn lúc ăn lúc không tiền nào của đó mọi người ạ,1
về lắp vào bắn lúc được lúc không không nhạy nói_chung tiền_nào_của_nấy mua về giờ không sài nữa sản_phẩm không ok cho lắm,1
điều_khiển bấm vào timer nó khởi_động lại cả điều_khiển,1
giao thiếu hàng chưa giải_quyết được cho khách thoả_đáng,1
kết_nối vào đèn sáng pin tới number nhưng nó không nghe tiếng test từ tik tok đến gọi điện vẫn không nghe tiếng thử rất nhiều máy trong nhà đang tính mua cái thứ number nhưng thấy vầy chắc không mua nữa,1
giao hàng sai hẹn và quá lâu,1
đã từng dùng akg của s8 nhưng âm trầm ấm hơn nhiều tai nghe này nên không phải hàng thật,1
không tốt,1
giao hàng quá lâu,1
mua number lần_lần number nghe ok lần number chỉ nghe được number bên,1
nhận hàng bị lỗi về phần tăng giảm âm_lượng,1
đã nhận chưa test k biết như_thế_nào mượn tạm quả ảnh khi sd mới biết sản_phẩm bị lỗi mua number lỗi number,1
mixer ok cửa_hàng giao thiếu dây stream nhưng nhắn_tin thì không trả_lời,1
không có giao loại khác là dở rồi lần này chỉ cảnh_cáo number thôi vậy,1
sản_phẩm rất oke nhé còn cái shopee express thì siêu đểu number tuần mới ship quá tệ,1
mua về như mua đồ_chơi trẻ_con vậy không_thể_nào tìm kết_nối được với điện_thoại rất nhiều điện_thoại lần đầu mua cái tai nghe chán như vâyh,1
pin nhanh hết,1
mad mad lúc ăn lúc không,1
thật_sự hơi thất_vọng chất âm khá trong nhưng thiếu bass quá nhiều cảm_ứng nhạy chuẩn sạc thì không ăn number bên tai phải nếu được mong nhà sảm xuất phản_hồi,1
sạc không dùng được cẩn được đổi lại hoặc trl tiền,1
mai hết pin nghe bj rè,1
kết_nối chậm không nhạy quá bất_tiện sạc không vào pin tai nghe sử_dụng chưa tới number đã hết pin không có voucher thì hk mua đâu,1
ngườihe nhạc thì to nhưngười call thì ngườihe rất nhỏ nói ngườiười ta khôngười ngườihe người ta nói ngườihe rất bé,1
đã test thử pin full nghe liên_tục được chưa đầy number h cách xa hơn number m là không bắt được tín_hiệu nghe đôi_lúc chập_chờn khó_chịu được cái hàng quốc_tế mà giao nhanh,1
sụt pin nhanh kết_nối kém tiếng rè mặc_dù mẫu_mã rất đẹp thật đáng tiếc,1
sa n phâ m qua thâ t vo ngườiười cho va o hô p rô i ma tai ngườihe vâ n ra tiê người la sao,1
pin quá yếu nghe chưa được number h đã hết pin,1
giao hàng quá chậm nt cửa_hàng không trả_lời tai nghe thì nghe dx number p rè kêu to k nghe rõ âm_thanh lần đầu mình thất_vọng về cửa_hàng mall như_vậy trươc giờ mình mua rất nhiều sản_phẩm cửa hàngpe và tin_tưởng cửa_hàng mall nhưng lần này quá thất_vọng hình_ảnh minh_hoạ,1
pin rất yếu tai có cảm_biến tăng giảm âm_lượng tiện thiệt mà nằm ngang đè lên tai cái hú như đánh tới vậy đó tr ghim sạc thì chớp đèn_đỏ cũng ok mà sạc đầy dzẫn là đèn_đỏ mà không chớp thôi nhiều khi không biết nó đầy chưa nữa kin recommend mua bên qcy giá cỡ nhau mà nghe như cr hát vậy á,1
sản_phẩm mua không dùng được bỏ luôn,1
dây rất lỏng_lẻo gắn vô không khít dễ tuột ra hàng này không phải chính hãng aw mình đeo chính hãng quen rồi qua dây này tệ lắm mỏng tè tóm_lại mất giá_trị aw lắm cân_nhắc khi mua nha các bạn,1
hàng chưa thử được ghét cái là mua trọn bộ đủ linh_kiện nhưng gửi thiếu mất number cái nên không có đồ để thử nên chẳng biết chất_lượng ra sao number,1
gửi cũng nhanh nhưng cửa_hàng gửi nhầm hàng rồi ạ,1
mình đặt cam đen nhưng giao nhầm cam xanh haizz,1
quá thất_vọng dây màu trắng coi như bỏ vì quá dơ không hiểu sao cửa_hàng thấy cái dây vậy_mà vẫn ship cho khách,1
hàng xấu không ưng tí nào,1
thời_gian giao hàng quá lâu,1
dây đeo bị méo sang một bên gây nên sự khó_chịu và khó đeo,1
gói hàng ok nhưng đặt number giây thì number giây bị lỗi méo với gãy nên mà tầm giá này cũng lười trả hàng giây còn lại cũng hơi méo không thẳng được nói_chung là không tốt lắm,1
màu không được như mong_đợi không giống hình,1
k có_mặt buồn ghê cứ nghĩ là có_mặt đồng_hồ được cái đóng_gói rất ok,1
cửa_hàng gói hàng quá sơ_sài đơn_vị vận_chuyển không bảo_quản hàng cẩn_thận hộp bên ngoài chỉ được bao bởi bong_bóng chống sốc móp méo kinh_khủng vì tôi mua làm_quà nên chưa có cơ_hội kiểm_tra chất_lượng,1
chất_lượng sản_phẩm khá ok chất_lượng của nhân_viên tư_vấn thì nên xem_lại,1
giao hàng lâu hàng không đẹp như ảnh khá thất_vọng,1
mua number cái nhưng_mà number cái không dùng được mua number cái nhưng_mà number cái không dùng được,1
loa rất rè,1
giao quá chậm tưởng hàng thất_lạc,1
mua ống lớn hơn number inch có number có đúng không,1
nghe bé quá,1
xài date thì thấy là tai nghe như hạch number không thì đúng là hàng dỏm tiền nào của đó nghe rè rè chói tay khuyên đừng nên mua,1
thời_gian giao hàng chậm san pham moi sai khong bao lau da bi re không nghe được chất_lượng sản_phẩm kém,1
cần cải_thiện thêm chứ hơi khó dùng vì sợ bụi bám vào những nơi không được láp kín như vùng_cao su nịt vào thiết_bị,1
mạch nóng,1
mạch vừa dùng đã bị cháy,1
điếc một bên,1
khâu đóng khói kém thiết_kế phần tăng giảm âm_lượng dạng trượt âm_lượng dễ thay_đổi không ưng lắm nhìn khá cũ khá tệ,1
sản_phẩm kém chất_lượng,1
dùng được number tuần là bắt_đầu number bên tiếng to_tiếng nhỏ vài ngày sau thì mic vẫn thu thấy tiếng nhưng tai nghe thì không nghe được j nói_chung là không nên mua,1
sản_phẩm đeo đau tai bị delay,1
lần đầu phải đánh_giá thấp sao cho number cửa_hàng trên này nhưng thật_sự là chất_lượng kém quá biết là giá thấp thì chấp_nhận nhưng kém quá được cái ship nhanh thôi cửa_hàng mall mà không test chất_lượng hàng trước khi gửi tai nghe chỉ cần nghe với mic thôi mà lỗi thì dùng cái gì,1
lúc đầu nhìn đóng_gói chắc_chắn nên thấy vui lắm nhưng vừa mở ra thì biết tai đã hỏng một bên rồi nhưng mua giá rẻ hàng nước_ngoài nên cũng không thiết_tha gì trả,1
âm_thanh đục còn bị ngược âm_âm trái thì tai phải nghe âm phải thì tai trái nghe chơi game mà dùng tai nghe này thì thôi xác_định thua nhé,1
tai nghe bị hỏng number bên khi mới dùng được number ngày nhắn_tin cửa_hàng có trả_lời nhưng không hỗ_trợ đổi trả được mà pha i mua cái khác và cửa_hàng cho mã giảm_giá nhưng vẫn chưa mua lại được mình để đánh_giá ở đây sau khi cửa_hàng hỗ_trợ cho mình tai nghe khác mình sẽ đánh_giá la i cho cửa_hàng nha,1
chưa nhận được hàng nhưng mua sale có number không nên chả thèm khiếu_nại làm gì cho number cái ông vận_chuyển và cửa_hàng bán hàng nhé,1
sản_phẩm bị vỡ kém sản_phẩm bị vỡ kém sản_phẩm bị vỡ kém sản_phẩm bị vỡ kém,1
tai nghe không nghe được number bên vừa mua về đã vậy rồi chán lắm,1
tai nghe đeo không được mềm rất hay đau tai,1
hàng tàu nút tăng giảm âm là giả không sử_dụng được loa rè,1
nghe tạm ổn nhưng chất_lượng hoàn_thiện kém quá,1
đầu cắm bị lỏng nên cắm vào không nghe đượ,1
lỗi cảm_biến,1
đồng_hồ cũ bị xướt xác rất nhiều nhất là màn_hình bị xước mặc_dù mới mua cảm_giác như đồ mua lại của người dùng rồi bán đi k nguyên hộp với tem nhưng được_cái giá rẻ khi mua flash sale mua trải_nghiệm nên sẽ k mua lại nữa,1
sản_phẩm như hình lỗi lắc để sáng màn_hình liên_hệ cửa_hàng không phản_hồi,1
hàng mình nhận được đã bị mở đáy đồng_hồ có vết xước chắc là hàng đã sử_dụng qua,1
đóng_gói kém cả hộp đồng_hồ được gói bởi túi ni lon mỏng không đệm mút,1
k nghe gọi được chỉ đeo để đẹp và nhận thông_báo cửa_hàng k ghi thông_tin rõ_ràng suy_nghĩ kĩ trước khi mua,1
không cho skin bảo_vệ màn_hình trong khi mua liên_tiếp number cái rồi,1
p8b hay lỗi,1
hàng này được ok,1
rất lâu để nhận hàng nên khắc_phục,1
tai nghe bị ngược cay,1
tai nghe khá to đeo đau tai ân thanh_bình_thường chốt lại number đ không nên mua,1
dắc kết_nối mic quá nhanh hết pin chưa hát nổi number bài mic bị ầm tiếng,1
giao hàng nhanh nhưng mic hơi rè,1
mic hú ác quá,1
number nút hơi lỏng không ăn,1
mình mua về mà găng_tay k hề bấm được không ăn cái nút bấm thì lại k fit với dth nói_chung hơi phí tiền nút thì có_thể xài cho loại máy khác chứ găng_tay các bạn đừng nên nua,1
đặt number chị và number c bị liệt,1
giao hang châm quá,1
hàng kém quá hư number nút ròi,1
dùng thì nó rất tệ hộp quá cứng nên tôi vải dùng kéo để cắt ra mà thứ bắt tôi mua là cái hộp dùng cái kia tôi vải gỡ ốp lưng ra và điện_thoại tôi cực_kỳ dễ bám dấu vân tay dùng tôi mất nữa giờ để có_thể chỉnh cái đó vì không chỉnh thì nó sẽ ấn đè vào màn_hình không dùng được chán,1
dùng được nhưng độ_phân_giải rất thấp,1
dây lỏng_lẻo chỉ có hinh không có tiếng,1
như cc không nghe được nhắn cho cửa_hàng cửa_hàng vẫn chx trả_lời giao thì nhanh nhưng mong cửa_hàng đổi cho mình sản_phẩm khác,1
tiếng rất bé,1
dùng lần đầu thì ok lần thứ hai thì bật không lên nữa rồi hơi nản,1
k dùng được,1
mua m165 không có viền bạc và công_tắc,1
loa rè bé đi đường là không nghe thấy gì mình đặt nhiều mà toàn loa nghe nhỏ,1
mới nhận mà hàng xước như dùng vài tháng rồi chất_lượng tệ pin xạc đầy chỉ dùng được tầm number phút khi mở âm_lượng mức trung_bình chất_lượng âm_thanh trung_bình vì mua với giá number k nên cho number sao,1
đặt m165 giao b12 nhận number cái y_chang nhau sạc đầy xong mới test number cái mở lên hiện number pin mới sử_dụng chưa đến number p tuột number nghe lí_nhí hàng number không nên không phải đổi trả,1
lần trước hàng ngon khá bền date roài chưa hỏng lần trước mua có number k lần này mua number k mà chất_lượng như cánh bướm dối gian đã nhắn nhắc_nhở cửa_hàng check kĩ đừng gửi hàng lỗi mà cái được nhận lại lỗi tự ngắt kết_nối dù k để điện_thoại xa quá cái đít rep tin nhắn thì là say_đắm để lấy phản_hồi cao,1
âm_thanh nghe rất nhỏ,1
tai vừa rè vừa nóng đeo mà sợ nổ vào mặt mua được giá flash sale nên mới không đánh_giá number sao,1
hình_ảnh không liên_quan cơ_mà dhop gửi sai hàng cho mình mong lần sau cửa_hàng đóng_gói hàng cẩn_thận hơn tránh tình_trạng nhu này nữa nhé,1
giao hàng khá nhanh đóng_gói cẩn_thận mua được lúc number k mà k xài được luôn sạc k lên coi như bỏ,1
cửa_hàng không trả_lời thắc_mắc về sản_phẩm,1
giá tiền đi kèm với sản_phẩm free nên mua thử,1
chưa dùng được giây_phút nào đã hỏng không biết được đổi trả không,1
mau hết pin,1
nghe chút_xíu à tiền nào của đó,1
tại nghe về không sử_dụng được có như k phí công mua phí hàng number k những cũng mất phí ship mà hàng như cc,1
mình cài_đặt nghe cũng rõ nhưng máy bên kia thì lại k nghe được gì mua number cái đều bị vậy k rõ là bị làm_sao,1
đầu sạc tai nghe cắm không vừa nhắn_tin không trả_lời cửa_hàng phục_vụ chậm,1
nghe bé và rè pin hết rất nhanh dù chỉ dùng nghe chỉ đường google map,1
giá rẻ nên không kì_vọng lắm loa nhỏ éc không nghe thấy gì luôn hài,1
chưa xài lên chưa đánh_giá được,1
không kết_nối được với điện_thoại,1
đặt_hàng song lúc nhận không giống đánh_tráo trong kho không hài_lòng với cửa_hàng,1
nghe nhỏ va nhanh het bin,1
hình_ảnh giống hình quảng_cáo nhưng chất_lượng âm_thanh quá nhỏ dù mở hết volume,1
ôi cái này number mm nhưng chiều có number mm thừa mỗi bên kas nhiều trung_bình tầm number mm không nên mua,1
cửa_hàng không test trước khi giao mua về không dùng được bye,1
đặt dây dù tròn mà giao dây này chán cửa_hàng,1
trước mua một_số thì rất đẹp mà lần này mua thì có một_số cái dính bẩn và bụi hết,1
biết là tiền nào của ý nhưng đeo lần đầu thấy chỉ nghe được number bên khá là thất_vọng,1
sản_phẩm tốt các bạn nên mua sử_dụng chưa biết độ bền tốt nhưng của tui k sạc được,1
chỉ nghe được number bên,1
tai nghe bị dè number bên,1
không chất_lượng lắm,1
hơi bị hư à nghe,1
strap mỏng bị bẩn đóng_gói kỹ gọn_gàng giao hàng hơi chậm,1
giao thiếu hàng là thứ nhất giao sai màu là thứ number đặt từ nước_ngoài ship khá lâu có_thể thông_cảm nhưng hoàn_toàn không hài_lòng cách làm_việc của cửa_hàng,1
shopee mall nhưng nhìn sản_phẩm không như mong_đợi,1
cũng tạm thấy mall nên đặt xem có giống hàng zin của xiaomi không kết_quả là không dây cứng hơn nhiều lỗ gài cũng nhỏ hơn hàng zin nút gài cũng nhỏ và ngắn hơn đành phải lấy nút từ hàng zin bỏ_qua mới ổn giá thì cao biết thế mua chỗ khác,1
tất_cả các tính_năng chất_liệu đều oke có number cái mình cực_kì không hài_lòng và cũng là cái quan_trọng là âm_thanh nhỏ mở max volum mà âm_thanh chỉ bằng tai nghe bình_thường mình cực_kì bực dù không bị trễ âm_thanh hay gì nhưng lại bị vấn_đề này làm mình thấy với giá này thì hơi đắt,1
nhắn_tin không trả_lời,1
không bằng lần trước,1
không cắm hết được vào bộ chuyển nên tín_hiệu âm_thanh không nghe rỏ được khó_chịu quá,1
dùng đến ngày thứ number thì sản_phẩm bị chạm tự tăng giảm âm_lượng lúc bị lúc không rất khó_chịu,1
sản_phẩm rep number number iphone không tiếp_nhận được jack cắm này nên bị lỗi mãi rất khó_chịu âm_thanh chép nhiều chói tai cskh tốt,1
đã cắm test các máy không máy nào nhận coi như vứt bỏ,1
vẫn bị lẫn tiếng audio vào mic,1
mua về đấu không thấy lên_đèn chịu,1
gói hàng không kĩ bị gãy mất number ít nhưng k s remote k có pin,1
chưa sử_dụng nhung tháo ra thấy không lành_lặn là tâm_trạng không vui,1
về sản_phẩm chưa dùng nên chưa biết thế_nào nhưng về phần đóng_gói và vận_chuyển có phần chưa được tốt cửa_hàng nên đóng_gói bằng hộp đóng_gói bằng túi vận_chuyển gẫy saen phẩm như trên hình,1
giao hàng nhanh tuy_nhiên gói hàng_không chắc_chắn dễ vỡ tess nghe ù number dây âm_tín hiệu ra nối với mass vào kích bị ù và chập không ngon_lành lắm,1
đóng_gói sơ xài gãy vỡ tùm_lum remote không có pin đúng mô_tả test ổn,1
chất_lượng hàng thì ok tin_tưởng là chính hãng name tuy_nhiên khôngâu giao hàng và chính_sách liên_kết trả_góp rất đáng thất_vọng vì khôngông rõ_ràng cho người mua là phải ấn nhận hàng sớm hơn ngày sao kê number number ngày mà nhận hàng sát ngày sao kê khôngông phải lỗi của không nên đánh_giá number,1
đo ngườiườiườiườiườiườiườiườiườiườiười ho thi oke do ha ngườiườiườiườiườiườiườiườiườiườiười chi nh ha ngườiườiườiườiườiườiườiườiườiườiười kho ngườiườiườiườiườiườiườiườiườiườiười pha i la ngườiườiườiườiườiườiườiườiườiườiười ta ngườiườiườiườiườiườiườiườiườiườiười nhu ngườiườiườiườiườiườiườiườiườiườiười tho i gian giao ha ngườiườiườiườiườiườiườiườiườiườiười thi kho ngườiườiườiườiườiườiườiườiườiườiười the cha p nha n đu o chị trongườiườiườiườiườiườiườiườiườiườiười cu ngườiườiườiườiườiườiườiườiườiườiười thanh pho ma tho i gian chua n bi ha ngườiườiườiườiườiườiườiườiườiườiười number ngườiườiườiườiườiườiườiườiườiườiườia y giao ma t number ngườiườiườiườiườiườiườiườiườiườiườia y nu a mua sa n pha m ecommerce gia tri cao ma cho ha n number tua n,1
sản_phẩm âm_thanh không như mong_đợi,1
nghe âm_thanh như ngạt_mũi,1
tai nghe fake zin chỉ để nghe gọi thôi nghe nhạc chán kinh_khủng luôn,1
có mỗi phần chỉnh to_nhỏ là bấm không được còn lài thì rất ok,1
chất_lượng sản_phẩm kém không phải tai nghe zin đập_hộp,1
giao hàng rất chậm không_trách cửa_hàng nhưng sản_phẩm không bấm tăng giảm âm_lượng trên tai nghe được tầm giá đấy hơi thất_vọng về sản_phẩm,1
lần thứ hai quay trở_lại mua tai nghe rè khủng_khiếp xong mic k dùng được,1
sau khi dùng thử chất âm khác xa hàng của name sx,1
toi không ủng_hộ cách xử_lý hàng lỗi của cửa_hàng chả khác_nào ép khách_hàng bắt phải nhận không có lần sau đâu nhé,1
không phải tai nghe chính hãng tai nghe này dây nhỏ hơn tai chính hãng và cứng hơn khi đeo vào nghe bật to thì sẽ bị dè rất nhức tai,1
vì loa quá chán nên quay lại đámh giá nha mọi người sản_phẩm loa k tốt thu âm thì bị chập_chờn nhiu khi nói mà mà thu âm toàn bị mất tiếng làm mình hy_vọng càng thất_vọng,1
loa thì phát to rõ nhưng dùng number thời_gian bị sạc không vào pin,1
miếng dán hơi khó dán dán lên mặt kính vẫn dễ bị tróc ra mong cửa_hàng lưu_ý,1
tivi độ_phân_giải chỉ hd thôi không phải full hd như trong tên sản_phẩm và mô_tả mình sẵn_sàng mua loại đắt hơn để có fullhd mà như bị lừa vậy điểm cộng hệ_điều_hành android chạy mượt chip xử_lý mạnh,1
trên thông_tin sản_phẩm ghi mập_mờ về phí lắp_đặt trong sản_phẩm ghi hỗ_trợ miễn_phí lắp_đặt nhưng thực_tế lại thu phí number không phí lắp_đặt treo tường chỉ miễn_phí vặn ốc vít chân_đế đề_nghị cần ghi rõ_ràng tránh mập_mờ khó hiểu,1
mic thì rè nhạc thì to chỉnh k được hát k được gì hết,1
hàng giao nhanh đóng_gói sản phầm không được cẩn_thận cho lắm trên mô_tả cửa_hàng có bảo sẽ tặng tai nghe nhưng khi lấy hàng về thì lại không có lúc kiểm_tra sản_phẩm thì thiếu nhiều thứ hàng thì vẫn còn nguyên tem nhưng nhưng cái hộp như đã từng mở ra rồi,1
hàng bị gói nhầm xong lúc ý_kiến lại thì lại mất thêm tiền ship và thêm thời_gian chờ tính ra săn sale như_không,1
kết_nối tệ,1
mình bật không lên nguồn hỗ_trợ giúp m với ạ huhu không thấy giấy bảo_hành gì cả,1
